name,year,reviews
The Firm,29-Feb-12,"Mitch McDeere is a brilliant young law student, happily married husband, and—despite some shady family ties—has a bright, ambitious future in the legal community. About to graduate from Harvard in the top five of his class, he agrees to join Bendini, Lambert & Locke, a prestigious Memphis law firm that makes him an offer he can't refuse. All of his dreams seem to be coming true, but he quickly learns that his new firm isn't as virtuous as it seems. Based on the novel by John Grisham the film benefits from interesting characters brought to life by an excellent cast, and it effectively builds an atmosphere of suspense and intrigue, but they're marred by the film's long running time, an odd (and inappropriate) score, and a third act that runs around before finally arriving at a resolution that's much too pat. Highly watchable, but only if you can accept the obvious flaws. **½"
The Firm,16-Sep-00,"My all-time top-rated film; this one has it all.  The characters, not just the leads, are real and substantive.  Hackman almost steals the show. Cruise takes you with him as a young comer with the world before him: brains, energy, confidence, a beautiful wife (Tripplehorn, who is gorgeous, sensuous, supportive and yet strongly her own person), and a dream job. Cruise and Tripplehorn sizzle throughout the movie, but never more so than in the penultimate scene when he repeatedly asks ""Have I lost you?""  Her answer simply melts the heart.The writing is of course superb, and, although the ending, different from the book, has been criticized, I found it an amazing extrication from a situation which compels the viewer to believe is hopeless.  You want the stars to somehow escape their continually worsening plight - both within their personal lives together and with the evil external forces that have ensnared them, and the movie ending does not disappoint.Disappointing, however are the last few moments, which are disjointed and seem to belong to another movie.  It amazes me that something better could not have been done.  It could only have been worse had our heros ridden into a sunset to the strumming of a western guitar ..."
The Firm,18-Jan-20,It's supposed to be a thriller/action/mystery of this FIRM... But in every built up scene they play this happy go lucky jolly piano that doesn't go with the movie in the slightest. I mean maybe once or twice. But after the 20th time of hearing it in spots where it doesn't belong.. It's downright ANNOYING!!!! Rating would be higher if not for the worst soundtrack decision in movie history!
The Firm,12-Aug-09,"this is a very smart thriller from Sydney Pollack, his directing too. the mystery and tense feeling in this film really won me over.the film stars a fairly young Tom Cruise as a man trying to join a law firm. when he finds the law firm that makes his dreams come true all isn't what it seems. the film also stars Gene Hackman, Jeanne Tripplehorn, Ed Harris and Holly Hunter.... they all do a good job with the acting in this filmthe thing i hated about this which made me give it an 8/10 instead of a 9 or possibly 10 is the musical score....... its terrible and annoying. when i watch films in order for it to get a 9 or a 10 it has to be almost or fully perfect and this isn't just for the musicits a long, exciting and mysterious thriller. its awesome........ 8/10.........j.d Seaton"
The Firm,16-Feb-02,"An excellent triller in which intelligence is more important than guns or violence in winning against an enemy much more stronger! Tom Cruise during the movie is able to loose his ""brave-kid"" face and Gene Hackman is very clever as usual"
The Firm,12-Nov-03,"The movie The Firm was OK but really cannot compare to the book. There were a few things that were very different and many parts played like one long action sequence. The book is a masterpiece and although the movie is certainly watchable it is a bit dull at times. The book existed on incredible tension, drama and great dialogue. It was simply riveting all the way through. The movie was less like a drama/psychological thriller and more, at times, like an (action movie?).There was nothing wrong with Cruise as Mc.Deere. He looks like what I'd picture Mitch to look like anyway from the book. But I am baffled as to why this was not left alone and done exactly as the book was. After all, the book was a major success-there's gotta be a reason. Gristham is such an amazing story teller that I don't know if this could have been successfully adapted to a movie but as movie thrillers go it wasn't at all dreadful but was just alright. But Just lacked a certain something and I gotta say it again, it would have been better to stick to the book (exactly). The changes they made in the movie didn't work.(won't give any spoilers.) Also to many corny chase scenes substituting for real suspense that was so prevalent in the book. only slightly above average movie-READ GRISTHAM'S BOOK-MUCH BETTER!"
Moana,24-Feb-20,"Like most adults, I came to view this film as a result of having two small children. However, I was very pleasantly surprised by the film, and my kids loved it.Let me start by saying that the original music for the film was outstanding. When watching Disney, you expect it to be good, but the soundtrack is amazing. The animation in the film was also what you'd expect from Disney...superb.Now as far as the plot goes. You have a heroine, and what I feel is the first real heroine in all of the animated films that I've watched. Most films make a forced effort to show girls that they can also excel and be whoever they choose. Moana takes a girl, who's also a princess by the way but an ordinary one, and allows her to truly explore, achieve, and save the world not through magic, extraordinary power or luck, but through hard work and perseverance. She is real. Maui is also the perfect comic relief and the Rock does an excellent job in this roll.My kids want to watch it again and so do I."
Moana,18-Dec-17,"I love everything about this movie. The colors, the setting and the characters, all good to my eyes!"
Moana,29-Dec-17,"As an individual double majoring in Computer Science and Creative Writing (with a focus on screenplays) I have to say that Moana was one of the best Disney Movies that I have ever watched! In fact, I was astonished by its storyline along with its animations that it became one of my favorite movies and ended up buying my own Moana doll for Christmas!SPOILERS: In particular, I truly enjoyed the scenes where Moana gained the confidence to go out there and voyage into the sea even though her dad Tui wanted her to focus on being the chief for her people. The first time she went out didn't end so well (I was laughing so hard when Moana's Grandma said that whatever she did that she blamed in on the pig, Pua, which in fact, is one of the most adorable characters that Disney has ever created!), but I admire the confidence that she showed. This confidence showed me that we as individuals are truly individuals. I also loved the scene where Maui was trying to turn into the Hawk when he and Moana were trying to get the hook from Tamatoa's shell. It was hilarious to see him turn from a fish, to a shark, then a chameleon etc, then finally back to his human form. It made it even funnier when Tamatoa was saying that Maui was having trouble with his look as he was singing ""Shiny.""All and all, I can't think of anything wrong with this movie. This is one of the Disney Movies that I can watch over and over again!"
Moana,05-Mar-17,"Moana is a return to the classic Disney formula, the clichés and characters ripped from a number of other animated films. However, the pure beauty and skill of the production rises the old story into new heights.Following from the success of Zootropolis, Moana follows a more traditional narrative we know and love; the princess who wishes for something more and is whisked on a supernatural adventure. We know this story so well yet Moana seems fresh and thrilling as if the plot was innovative. Perhaps this is due to the Polynesian setting or the morally ambiguous Maui, played perfectly by Dwayne Johnson, but most likely it is it the simple magic of Disney – the wonder for both children and adults has reached its peak with the perfection of the classic formula. For once, the clichés make the film more enjoyable. The quality of the animation helps too: it's clear they have reached the pinnacle of blending realistic textures with stylised designs, creating an aesthetic beauty that few other companies can match – Disney have mastered water to the point it looks better animated than in real life! Even the music has been perfected here, the annoying catchiness of Frozen's tunes replaced by memorable but effective songs that fit the culture and setting of our adventure. A childlike warmth was awakened in me and many other adult members of the audience as the film brought the emotional highs of the Disney renaissance without the modern subversion of the classic tropes. While Moana sometimes threatens this with pop culture references, the film thankfully keeps to mostly traditional values and morals; a step above many children's animated films released today.Moana is good, old fashioned Disney magic; the traditional narrative and morals updated with stellar animation and an awareness that's effective but never overpowering enough to threaten the integrity of the Disney formula.SWEETVisit https://sweetorsaltedmoviereviews.com/ for more."
Moana,08-Feb-17,"Wow, what a great great movie! The visuals in this movie are breathtaking!! They are so gorgeous! But, besides the visuals there is such a heart and imagination and creativity to this movie. Moana is such a likable, smart, and relatable person. the voice work for Moana is so sweet and so good. The chemistry between Moana and Maui is so great and so natural. The songs in this movie are so charming, catchy and fun! But, How Far I'll Go is such an emotional song and it has such heart...I dare say I like it a little more than Let It Go! The way Moana sings it and you can feel it!! Wow, I just looved this movie and it is great for kids and adults. I will always love it and I wanna see it again!"
Moana,05-Dec-16,"Instant classic.Easily ranks among the best from the Disney Studio, and a very worthy successor to Mulan 1998, a similar story equally well done.Oddly also seems to be best work ever from Dwayne Johnson, perhaps not the first name I would have associated with ""voice acting,"" but a star turn nonetheless.If you want to be picky -- which is the reviewer's job, after all -- the momentum slows a little at the top of the third act, but the ultimate themes of redemption, forgiveness and self-discovery at the finale are an absolute joy.As they used to say, ""for children of all ages."""
Moana,06-Dec-16,"Tell me if you've seen this movie:Princess wants to do something a parent doesn't want her to do. Close friend/relative inspires her to be/do it anyway. Princess meets wacky sidekick. Prince and wacky sidekick don't get along but are forced to work together. Princess and wacky sidekick bond. Conflict happens and princess and wacky sidekick part ways. Princess continues on. Wacky sidekick shows up out of nowhere to help princess. Princess and wacky sidekick win, become friends forever. Parent realizes they were wrong, encourages princess to be/do whatever.I felt like I already knew the plot to this film because I had seen it 100 times before. Why didn't I rate it lower? Because it's visually stunning. The style of this film is very unique and I like the way they wove Samoan artistic sense into it. I found myself mesmerized at the water effects and the animals more than anything else.Fun for kids, but nothing you haven't seen before."
Moana,03-Jan-17,"2016 has been a particularly strong year for animated films. With the likes of Zootopia, Finding Dory and Kubo & The Two Strings all vying for best animated picture of the year, it seems Moana deserves to be mentioned in the same breath as well. It's no fluke that out of the four movies I just mentioned, 3 of them belong under the house of the mouse.Legend has it that demigod Maui stole a sacred stone, the heart of the goddess Te Fiti. The lava demon confronted him and both the heart and Maui were lost forever. Now, the world is slowly dying and someone must find the heart and force Maui to put it back. But who is this chosen one? It might be Moana, a Polynesian girl who is suppose to be taking over as chief of her tribe, but longs to sail beyond the reef. Featuring new comer Auli'i Carvalho as Moana and the most electrifying man in sports entertainment, Dwayne 'The Rock"" Johnson, as the demigod Maui. It's not surprising that I found myself tapping my feet to the songs in this film because Lin-Manuel Miranda, creator of Hamilton, shares his talent with this film. I can easily see any one of the songs in this piece going up for and winning Best Original Song, giving the man the O in the prestigious PEGOT award circle. He currently has a Pulitzer, Emmy, Tony and Grammy, among more. The songs here remind me of the old-school Disney songs, easy to listen to, fun to play on repeat and important to the story. At first, I felt it was a little too on the nose with some of the lyrics, but eventually he won me over and I've been listening to the soundtrack ever since. The film itself might lack some of the intricacies of plot heavy films like Zootopia, but this journey story is entertaining and heartfelt. The vibrant colours of the green islands and the blue sea help propel the film above and beyond what some others films have to offer. The animation takes a nice little turn for the creative when the characters find themselves under the sea in a side villains lair. We are treated with some bioluminescent sequences with another catchy tune not far behind. Johnson is stellar as Maui, he seems completely comfortable in a voice acting role and surprisingly has the chops to sing a tune. Newcomer Auli'i Carvalho holds her own against a star like Johnson and she really gives a strong voice to a driven female character. I applaud that Disney didn't feel the need to shoehorn in a love story either. This is a tale about self discovery, not some young woman needing to find a man. Disney nods and respects their past while looking to the future with Moana. Princesses no longer need to be the 'love' goal of a man. Moana is a visually beautiful film with great songs and a strong female lead character. There are some visually gags for the kids and a great time for adults. Moana is a great film."
Moana,27-Feb-17,"From the opening lyrics to the final shot, Moana was a fun glimpse into Polynesian life. Reminds me of Spirit: Stallion of the Cimarron with its depiction of tribal peoples, people who depend on the land and environment to live. As one of the several catchy songs say, the island gives them everything they need. No need to go beyond the reef.I'm glad that Moana and Zootopia, Disney's two most recent feature films, humorously refer to the archetypal Disney traits that appear in film after film -- i.e. an animal sidekick, the heroine bursting into song, following your dreams. Even if they do year after year, it never gets old. (... Well, maybe a little bit. I'm actually jaded by the happy ending trope in practically every work of film, literature, etc. out there. But that's beside the point.) Even if you can predict the ending of Moana, it's not quite what you expected. Disney has recently been changing things up a bit and having creative endings. Frozen, for example. Even if they weren't slightly creative, the story still enacts the Disney magic -- the ability to inspire, motivate, uplift, and ultimately enlighten further on mankind's communal desire to go beyond the norm. You don't have to do something amazing to make a name for yourself. It's not the hook that defines you, it's what you do that defines you and makes you who you are. Just don't follow hard tradition all the time. If someone says you can't achieve your dreams, he/she is most likely right. HOWEVER. That's only true if you don't give it your all. Those right now who are living their dreams gave it their all. If it's something you really want, after all, then naturally you'll give it the necessary effort and force of will. It won't be easy; life wasn't meant to be easy.It's not as amazing as Zootopia, but Moana is still a genuinely good Disney movie. It has a superb single, a nice accompanying soundtrack, great characters, sublime animation with crystal- clear attention to detail, and wonderful themes and messages. I admit, I was expecting too much from Moana after seeing Zootopia, which is probably why I give Moana a 9. Zootopia hits the 10. If you haven't seen either one, I recommend seeing Moana first."
Moana,21-Feb-17,"Henny's Movie Review: Moana (aka Vaiana)In three words: A Fun Movie.With Pixar dropping the ball lately it is good to see that Disney is picking it up with great movies like, Tangled, Zootopia and now Moana. Yes, they made a mediocre over-hyped movie named Frozen, read my previous review for my thoughts about that movie. Moana really doesn't disappoint it has a good pacing, a great cast, and it is BEAUTIFUL. I could just leave my review at this and tell you to go and watch this movie, but let's see ""How Far I'll Go"".Moana is a story that takes place in Ancient Polynesia, when a curse reaches the island Mata Nui a chieftain's daughter is determined to go on a journey, to find a demigod named Maui in order to stop the curse.Like most Disney movies this is a coming of age story. Moana is a chieftain's daughter who is struggling with her love for her people and her love for the ocean. She is determined and a strong character. It is wonderful to see her grow and find herself throughout the movie. She is voiced by Auli'I Cravaljo and it fits like a glove, perfect love her accent. Moana is joined by a demigod named Maui. He starts out as an egotistical/funny character but we quickly learn why and see him change for the better. He is voiced by Dwayne ""The Rock"" Johnson and if you know The Rock YOU know what to expect. You can never go wrong with The Rock.Other supporting characters were there to setup the plot and exposition.The music, as expected, was typically Disney which is a good thing because I love Disney songs. After the movie you just can't get it out of your head. All the scores were very good. It did the basics like underscoring a scene but it also carried the movie for a huge part.The three-act-structure. Moana has a great beginning, good middle, and a great ending. Furthermore, the pacing of this movie is fast in a good way. It doesn't hold on to a scene for too long and the movie knows when to cut.The cinematography was beautiful it really shows that the creators have done their research. I love the bright colors and gorgeous sceneries. It would appear that Disney's new approach to movie making is starting to pay-off, by remaking their old animated movies into real-life and mocking their old movies with their new 3d-animated movies, they are breathing new life into their movies. As aforementioned in the introduction Moana is a must see movie that won't disappoint.I give this movie a 8.5."
Moana,19-Mar-17,"I have been largely unimpressed with Disney's recent animated movies, and many of my criticisms with them hold true with Moana. Looking back at Wreck-It Ralph, Zootopia, and Frozen, it seems to me that Disney is more interested in building a visually beautiful world than building a great story. This is true with Moana. The animation is wonderful. The world is gorgeous. The story, however, is rather dull and shallow.The world is by design fairly sparse. There aren't a lot of characters in this movie. So to make up for that, the story or the characters need to be particularly compelling. Unfortunately, they aren't.Disney breaks no new ground with Moana's story. That isn't new for Disney, and to be fair, it isn't necessarily a bad thing. Many good movies are just well-done re-imaginings of classic stories. But Moana isn't even that. At every step of the way, I couldn't shake a feeling that I'd seen it all before. The story never gripped me nor did it leave me feeling fulfilled. Thus, the film just feels empty.If either Moana or Maui were engaging characters, this movie could have been good. Despite a good performance from Auli'i Cravalho, Moana had a very small character arc. She was not that different a person at the end of the film than she was at the beginning. For much of the film, she had very little agency of her own. The plot seemed to carry her along, rather than she driving the plot.Maui did everything he could to cause the plot to stall. This could have been great, as his antagonistic attempts to stop the main character could have worked as the central conflict. But since Moana is rarely actually trying to move the plot forward, the conflict just seems to be her-vs-him, which is mildly interesting at best.It's a shame. Moana could have been such a good movie. But it suffers from the same failings as most recent Disney animated ventures: wonderfully crafted world without a story worthy of that world."
Moana,04-Feb-17,"I saw ""Moana"" tonight in the local movie theater. I have been wanting to see it since Thanksgiving and expected the audience to be few. To my amazement the cinema was almost full, and I can see why. ""Moana"" is a fabulous movie--it will certainly leave you crying and smiling. I would imagine most of the folks in the audience now have seen it 3 or 4 times. I served a number of years in the Army in Hawaii, so I was attracted to the movie for that reason, and it was certainly a great movie going experience. The animated graphics capture the magic and beauty of Polynesia, the land and the ocean. And the story is a lot of fun. Highly recommended for all ages."
Moana,28-Dec-16,"So I watched Moana and boy, what a lazy movie it was. So full of good ideas, squandered on a passable family movie. And yes, I know it's Disney making a family movie, but it had all these ideas that would make a great story if they were taken more seriously. The premise of the movie is basically the whole world dying because of what someone did and they treat this catastrophic event as an annoyance instead of something actually serious.The protagonist is Moana, an absolutely average Disney princess type of character that wants to say no to being stuck in a life of safety and luxury. We've seen it a thousand times by now, it's nothing that stands out or even something logical in the long run since these types of sheltered characters do not know anything about the outside world and are in effect useless on their own.And I have to point this out about her which is one of the many things they didn't bother to clarify. Why is everybody fine with a girl being their leader? Do they have gender equality on this otherwise primitive island? If they do, they never showed it because any other leader we see in their history was a guy. Combined with how she doesn't drown 1 minute after going into the sea with zero experience further proves this movie is empowerment fantasy for little girls instead of a movie where talent and intelligence matter.But it's OK because the scriptwriter did his worst to plot armor her from any possible danger. Because you see, the gods chose her to be the one who restores the world, thus every time she falls in water, a magical wave takes her on the boat. When she doubts her abilities, the ghosts of her ancestors appear to motivate her. She is essentially a plot device fully controlled by the plot instead of doing what she wants and facing the repercussions of her mistakes.And if you think calling her the chosen one properly excuses all the nonsense, it doesn't because the gods make no sense. Why did they wait a thousand years to do something about a disaster that has killed most of the islands, and of all people why did they choose a little girl with no skills or experience of the outside world? They never explain it.Do you know what else they didn't explain? Why her pet pig doesn't grow up. She begins as a little girl and grows up to a teenager, but the damn thing remains a piglet throughout the whole movie. Nobody in the production team gave a damn.The problems don't even stop there. The first thing she has to do is find Maui, a demigod who has been stuck on a barren island for a thousand years and is the only person who can save the world. He is also the one who doomed it, so that makes sense. Also, for a guy who spent a millennium all alone without something to eat or do on a tiny island, he sure looked fine when she appeared. Disney went so safe and lazy on him that he is nothing but a cool guy who does cool things and has absolutely no sex drive, or psychological trauma for being left alone all this time.Accompanying them on their journey is a retarded chicken. It's the most annoying comic relief animal I have seen in my life. It's not funny, it causes more trouble than aid, and they never eat it although they never seem to have enough food. How the hell did it get on the boat in the first place? Moana didn't take it with her, it just appeared out of nowhere in the secret cave nobody had been in for centuries. Nobody in the production team gave a damn.You probably think I am being too harsh on what is supposed to be a dumb movie for kids, when I'm not since they clearly put effort in fleshing out the characters in a way that demands from the story to be better. Moana's father has a good reason for not letting her out in the sea. Maui has a good reason for why he keeps going on adventures and tries to impress the mortals. Even the villain of the movie has a reason for why she is evil. These are really good stuff, and they are ruined by the lazy script.If the movie was like that in all its aspects, I wouldn't be bothered by it. But when you set it up in a way that obviously raises the bar like that, the disappointment multiplies when you treat your good ideas like a joke. I can easily sum up all these problems as cheap resolutions. Everything is fixed way too fast despite the problems building up for countless years. The father changed his mind way too fast and lets his daughter sail in the sea, Maui changed his mind and returned to help her without even showing us how, and the goddess forgives Maui instantly, despite causing her pain and suffering for a thousand years, as well as wiping out the life of countless islands and filling the sea with monsters. Hell, even the disease that was slowly killing the islands went away in a few seconds despite spreading slowly for centuries.This movie is so freaking lazy. The pay-off is not worth the build-up, its ideas are not used properly, and all you end up getting is a generic Disney princess and a retarded chicken."
Moana,12-Apr-17,"Oh... my... word...A girl wants to go where her dad won't let her, wants to do what her dad won't let her. Hmm.. sound familiar? Little Mermaid, Aladdin, Poca... Pocahontas, Mulan, Brave and just about every modern Disney. Let's look at gender then Disney, seeing as you're OBSESSED with it:Male characters: Dad - scared, repressive, short-sighted, wrong. Demi-God chap - selfish, conceited, vain, ineffective, emotionally repressed, thief. Crab - as above (I'm assuming he's male). Coconut Pirates - murderous but ineffectual (I'm assuming their male).Female characters: Moana - bright eyed, aspirational, quick learner, visionary, empathetic, brave, strong, amazing, indefatigable, indomitable, perceptive. Granny - as above plus supernaturally gifted. Earth Goddess thingy - was only trying to kill people because the male character had robbed her of her precious.Yawn. Increasingly Disney is working as a SJW - righting perceived inbalances in society. They have obviously perceived a gender imbalance biased towards males in society and have therefore produced their own version of the world where the gender imbalance is biased heavily and totally towards the females. Everything else in the film is nice ."
Moana,15-Apr-17,"I really appreciated the tribal basis of this animation. I think they should make more of this type of animation and less Disney Princess based ones. Moana was a very well represented cultural animation. I loved the fact that their facial features and body structure were not all lean and straight or small nosed. It brings a kind if realness that the rest of us can relate to. I loved the plot as well so much, there was a point I actually got chills all over. I can't remember how many times I've re-watched it."
Moana,04-Jan-17,"EDIT: Fixed a couple of grammatical errors, elaborated a bit in one section.Let me be honest with you: there have only really been 3 Disney movies in this year and 10 years included and before it that really made me go ""Wow! They DIDN'T just pull another Disney here"". I say that very rarely because Disney has a particular formula that they know works and will give them loads of money... and BOY do they use it allot. If you don't believe me, think for a second: besides Wreck it Ralph, Zootopia, and Big Hero 6, what other PURE Disney (in no association with Pixar) animated movies HAVEN'T had numerous musical numbers, a female lead, a male supporting role, a comedic relief character, and some big journey to stop something bad from happening to the place that the main character lives in?I know it sounds oddly specific, but it's been played so many times by Disney that's actually more mundane at this point. You've seen in in allot of their hits, and by the next, you probably go into the theater telling yourself the same thing as the last: ""I'm ready for the new masterpiece!"". Moana is just another one of these films. Is it well written? Yes! Is it culturally diverse? Why would it not be? Is the animation beautiful and breathtaking at moments? Again, the answer is a resounding YES. While all those things are a saving grace for the film, the biggest issue I have in my mind with it is that I will probably forget it's existence in the years to come, Oscar, Golden Globe, WHATEVER, or not! Moana is excellently produced, but none of that matters to me when the writing and overall story arc basically amount to clichés that have been beaten to death already. ""Oh,"" I can hear you saying, ""but they mock those cliches, therefore it's original!"" Satire and self-loathing have been around for years. When it comes to the former, there's a line between making fun of something and indulging in the exact thing you're aiming to mock. Moana dives head first into the latter.Listen, if you LOVE Disney and couldn't give a Rat's Tail about these clichés, go ahead and go see the film, you'll probably love it because it's Disney. That said, however, if you DO care for more than a small amount of originality like I do, then maybe it's worth a rental, but that's about it. Again, Moana is excellently produced and will most likely leave a smile on your face... but it's also a convincing case study for all the clichés Disney has been stuffing into their films as of late."
Moana,17-Dec-16,"This film is an epic in the truest sense and easily one of Disney's best ""Big Films"".It follows the classic ""quest"" type story of a girl growing up feeling she's destined for more than her quiet life and eventually finding she's the chosen one to go on a mission to save the world, but how it gets there is awe inspiring.The animation is second to none, at one point I had to do a double take that they didn't mix in a live action character. Thinking back to the original Toy Story, things have certainly come far.Unlike other Disney movies (and most movies in fact), Moana is perfectly capable of pursuing her goals completely by herself and doesn't have a love interest, which I think may be a first for a Disney film (it's actually a lot closer to a Miyazaki film in the way the hero is portrayed).The soundtrack is also exceptional, so much so that my 5 year old girl made me order the album after the film. The entire score evokes a sense of adventure and riding over the waves and is simply sublime.To sum up how good this film is, it was the second movie in which I've ever witnessed the theatre audience erupting into a round of applause when the credits rolled (the first was Interstellar).The movie no doubt has some flaws, but I'm giving it a 10 to balance out some unreasonably negative reviews on here, some of which read like they were written by people who have no seen the movie."
Moana,03-Dec-16,"A friend and I went with the kids to watch Moana last night. I loved seeing Polynesian islands in animation again. The scenery is beautiful--much more of it, and more vivid compared to Lilo and Stitch. The storyline was typical Disney, of course. I feel like I've seen this movie a dozen times before. I would add that I am getting tired of seeing male characters portrayed as cowardly, ignorant, and/or irresponsible. This movie succeeds in that aspect, which is disappointing. Having sons, it would be nice to see a movie where a young man is the hero. Instead, we seem to find thattoo many of Disney's children's movies feature a heroine with weak male characters around her. Other than the above-mentioned observation and the glorifying of pagan belief systems, it was an entertaining and uplifting movie."
Moana,23-Nov-16,"Another typical Disney movie of princess, magic, spells, curses, and CONFUSION. I wont spoil it but if you like musical girlie types like FRozen then you'll probably love this. Otherwise, trust me you will be like whats going on? Why is this taking so long? get to the point already. It just drags and drags and drags. It is also somewhat predicable..you'll see what i mean if you go see this. But i HIGHLY recommend you Don't waste your time and money on this movie. If you really want to see it that bad..wait for the DVD...trust me it isn't worth it. At one point in the movie even The Rock says please stop singing. Two good things i can say. The short story before the movie started was outstanding. Its called Inner Workings. Absolutely amazing and well done. Moana also exhibits incredible computer animation. Other than that IT IS A HUGE DISAPPOINTMENT. I warned you!"
Moana,31-Dec-16,"Animation is good (except surely not all Polynesians are so stocky and have such large cankles???). I liked the Moana character and her outfit was cute. Maui not so much, such an overblown caricature it was ridiculous!!! My 9 year old granddaughter thought his moving tattoos were silly. She and her 7 year old brother enjoyed it OK, but I doubt if they would want to see it again. I know I don't!! The plot was formulaic and none of the characters (except Moana) were memorable. I don't recall any memorable songs, either. The movie needed a MUCH better plot and more in-depth characters. Go back to the drawing board, Disney!! Some of my granddaughter's old Barbie movies (like ""Pegasus"") had better and more memorable stories!!"
Moana,30-Nov-16,"Personally, I thought this movie was boring, so boring to where there were only a couple jokes I found somewhat funny the entire movie, yes this is one of those more song driven movies that are with very little humor, it also appeared as the people I went with(which one of them was a little kid who was laying on one of our arms for half the movie and it wasn't late either, it started at like 12:50 PM I think) wasn't that into it either. First, about the first hour before she got on her adventure was extremely boring, not much was happening and it was all just her not wanting to go, actually during this time, I was so bored, that I went to the bathroom and took my time(usually I run to get back to the movie) and when I got out, I actually got on my phone and looked at how ""bad"" the reviews would be for this movie, it turns out I was very wrong, it has very good reviews and I was surprised. When I got back in there, a little later it got slightly more interesting after she got on her boat, but it still was pretty boring, I even went to the bathroom a second time even though I probably could've held it. I don't think I've been to a more boring movie in my life, the songs seemed pretty generic and I know at least 1 repeated itself later on the movie. I personally didn't care for Frozen either though which I think is the market this is aimed for. This is honestly making me start to lose hope in Disney, I think they've done messed up TV, and now they're messing up movies it seems. I think it is overrated but that's just my opinion. All I can say is that if you like Frozen, you'd probably like this movie. But if you didn't care for Frozen, you'd probably find this one of the most boring movies of your life. I don't even think it's me outgrowing cartoons, I like cartoons but this is just boring, I think it may be they're all aimed for little kids(probably little girls for this one) now, whatever happened to family movies. This movie was so boring, that I was literally able to tell what kind of plot it has, it has a Hero's Journey plot in case you're wondering, I know a lot of movies have the plot, but it's not supposed to be this plain obvious to where I can tell either while or right after I watched the movie. I also think this being about some fictional religion was just weird, like how were the islanders in trouble when the darkness was like halfway around the world, then why would that goddess be that thing that was trying to kill them, it would make more since if we could've saved 10 minutes by her just saying to give her the thing then and that she was the goddess but no, gotta make it obvious about that Hero's Journey plot, seriously. So overall I wouldn't recommend this movie to hardly anyone unless they like Frozen and I personally find this movie very overrated."
